,timestamp,Keypad4,Keypad3,Keypad2,Keypad1,Opto4,Opto3,Opto2,Opto1,TTLin2,TTLin1,Mic2,Mic1,ActClose4,ActClose3,ActClose2,ActClose1,TTLout2,TTLout1,Sounder2,Sounder1
77,2414.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2801.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,2807.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2807.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,2809.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2809.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,2810.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
85,2821.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,2822.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
87,2824.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,2824.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
89,2838.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,2839.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91,2841.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,2841.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
93,2853.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,2853.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
95,2855.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,2856.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
97,2872.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,2873.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
99,2875.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,2875.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
101,2887.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,2887.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
103,2901.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,2930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3310.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,3312.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
107,3321.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,3321.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
109,3323.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,3323.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
111,3338.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,3338.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
113,3340.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,3340.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
115,3353.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,3353.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
117,3355.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,3355.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
119,3370.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,3370.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
121,3372.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,3372.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
123,3374.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,3374.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
125,3387.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,3387.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
127,3401.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,3402.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
129,3404.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,3404.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
131,3406.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,3406.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
133,3412.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,3431.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3809.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,3811.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
137,3812.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,3812.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
139,3839.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,3840.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
141,3842.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,3842.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
143,3856.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,3857.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
145,3873.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,3874.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147,3876.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,3876.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
149,3888.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,3888.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
151,3905.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,3905.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
153,3907.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,3908.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
155,3911.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,3929.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,4299.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,4310.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
159,4313.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160,4314.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
161,4316.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,4316.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
163,4328.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,4328.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
165,4330.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,4331.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
167,4345.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,4345.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
169,4347.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,4348.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
171,4360.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,4360.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
173,4377.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,4377.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
175,4379.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,4379.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
177,4392.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,4392.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
179,4399.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,4433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,4809.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,4810.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
183,4813.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,4813.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
185,4815.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,4815.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
187,4828.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,4828.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
189,4845.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,4845.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
191,4847.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,4847.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
193,4859.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,4860.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
195,4876.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,4877.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
197,4879.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,4879.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
199,4891.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,4891.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
201,4908.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,4908.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
203,4910.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,4929.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,5309.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,5310.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
207,5314.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,5315.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
209,5317.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,5317.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
211,5329.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212,5329.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
213,5331.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,5332.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
215,5346.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,5346.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
217,5348.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
218,5349.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
219,5361.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,5361.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
221,5378.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,5378.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
223,5380.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,5380.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
225,5393.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,5393.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
227,5409.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,5432.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,5808.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230,5811.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
231,5816.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,5816.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
233,5818.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
234,5818.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
235,5831.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236,5831.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
237,5848.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,5848.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
239,5850.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240,5850.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
241,5862.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,5863.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
243,5865.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,5865.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
245,5879.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,5880.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
247,5882.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,5882.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
249,5884.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,5884.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
251,5896.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,5897.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
253,5908.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,5935.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,6307.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,6311.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
257,6317.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,6318.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
259,6320.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,6320.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
261,6332.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,6332.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
263,6349.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,6349.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
265,6351.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,6352.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
267,6364.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,6364.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
269,6366.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270,6366.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
271,6381.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,6381.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
273,6383.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,6383.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
275,6385.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,6386.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
277,6398.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,6398.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
279,6407.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,6434.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,6807.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282,6810.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
283,6819.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,6819.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
285,6821.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,6821.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
287,6836.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,6836.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
289,6851.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,6851.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
291,6853.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
